255,-17.957488,-5.134864,6.001376
244,-17.957488,-5.134864,6.001376
240,-17.957488,-5.134864,6.001376
244,-17.957488,-5.134864,6.001376
254,-20.652868,-6.390686,6.010244
240,-20.744459,-6.252563,6.004669
19,-21.514979,-4.910533,5.734960
19,-21.514979,-4.910533,5.734960
133,-21.134557,-5.717717,5.694354
22,-21.134557,-5.717717,5.694354
21,-21.103642,-5.735832,5.692222
22,-21.103642,-5.735832,5.692222
21,-21.103642,-5.735832,5.692222
22,-21.103642,-5.735832,5.692222
21,-21.103642,-5.735832,5.692222
22,-21.103642,-5.735832,5.692222
21,-21.103642,-5.735832,5.692222
22,-21.103642,-5.735832,5.692222
21,-21.103642,-5.735832,5.692222
22,-20.694990,-5.682717,5.667784
21,-21.034907,-5.060771,5.706740
22,-20.705336,-5.684890,5.668752
21,-21.037613,-5.064823,5.706965
22,-21.037613,-5.064823,5.706965
21,-21.037613,-5.064823,5.706965
22,-20.730772,-5.685063,5.669692
21,-21.150767,-5.722206,5.692710
20,-21.850194,-5.645155,5.707169
20,-21.837987,-5.651695,5.705817
19,-22.348415,-5.668558,5.716249
20,-22.348415,-5.668558,5.716249
19,-22.348415,-5.668558,5.716249
20,-21.816118,-5.657800,5.704620
19,-22.323772,-5.681368,5.714392
19,-22.323772,-5.681368,5.714392
19,-22.324997,-5.681056,5.715185
20,-21.823651,-5.657930,5.704319
19,-22.329745,-5.678700,5.716362
20,-22.329745,-5.678700,5.716362
19,-22.329745,-5.678700,5.716362
20,-21.829957,-5.657639,5.704352
19,-22.337557,-5.675864,5.714971
20,-21.830826,-5.657880,5.706203
19,-22.337166,-5.675516,5.715956
20,-22.337166,-5.675516,5.715956
19,-22.337166,-5.675516,5.715956
20,-21.831100,-5.656680,5.706467
19,-22.336547,-5.670115,5.716193
20,-22.336547,-5.670115,5.716193
19,-22.336547,-5.670115,5.716193
255,-22.279615,-4.721505,5.791918
0,-23.197191,-4.929440,5.741894
16,-23.079313,-5.625631,5.672537
17,-23.079313,-5.625631,5.672537
18,-23.079313,-5.625631,5.672537
17,-23.079313,-5.625631,5.672537
18,-23.079313,-5.625631,5.672537
17,-23.079313,-5.625631,5.672537
18,-23.079313,-5.625631,5.672537
17,-23.079313,-5.625631,5.672537
18,-23.062102,-5.621439,5.671364
17,-23.613701,-5.033445,5.702218
18,-23.613701,-5.033445,5.702218
17,-23.613701,-5.033445,5.702218
17,-23.613701,-5.033445,5.702218
18,-23.077299,-5.623686,5.671788
17,-23.619793,-5.030580,5.701962
18,-23.619793,-5.030580,5.701962
17,-23.619793,-5.030580,5.701962
18,-23.619793,-5.030580,5.701962
17,-23.619793,-5.030580,5.701962
17,-23.619793,-5.030580,5.701962
0,-23.619793,-5.030580,5.701962
14,-25.556903,-5.425986,5.780887
14,-25.570819,-5.421530,5.780642
14,-25.570819,-5.421530,5.780642
14,-25.578465,-5.428116,5.774850
14,-25.578465,-5.428116,5.774850
14,-25.578465,-5.428116,5.774850
14,-25.578465,-5.428116,5.774850
16,-25.578465,-5.428116,5.774850
16,-24.369966,-5.611156,5.709251
16,-24.340935,-5.619554,5.710351
15,-24.812595,-5.638406,5.727154
16,-24.812595,-5.638406,5.727154
15,-24.812595,-5.638406,5.727154
15,-24.797668,-5.644925,5.727672
16,-24.797668,-5.644925,5.727672
15,-24.797668,-5.644925,5.727672
16,-24.797668,-5.644925,5.727672
15,-24.797668,-5.644925,5.727672
16,-24.797668,-5.644925,5.727672
15,-24.797668,-5.644925,5.727672
16,-24.797668,-5.644925,5.727672
15,-24.797668,-5.644925,5.727672
16,-24.323688,-5.623161,5.710108
15,-24.795341,-5.645639,5.725971
16,-24.795341,-5.645639,5.725971
15,-24.795341,-5.645639,5.725971
16,-24.795341,-5.645639,5.725971
15,-24.795341,-5.645639,5.725971
16,-24.328650,-5.621586,5.711337
15,-24.798040,-5.636234,5.727977
16,-24.798040,-5.636234,5.727977
16,-24.798040,-5.636234,5.727977
240,-24.798040,-5.636234,5.727977
240,-24.851593,-5.568750,5.739353
13,-24.851593,-5.568750,5.739353
13,-24.851593,-5.568750,5.739353
13,-25.554575,-5.021821,5.708006
13,-25.592080,-5.034190,5.707066
14,-25.592080,-5.034190,5.707066
14,-25.592080,-5.034190,5.707066
14,-25.592080,-5.034190,5.707066
13,-25.592080,-5.034190,5.707066
14,-25.479189,-5.586833,5.748387
13,-25.723597,-5.114011,5.695632
14,-25.471785,-5.594295,5.748559
13,-25.721973,-5.126007,5.695123
14,-25.721973,-5.126007,5.695123
13,-25.721973,-5.126007,5.695123
14,-25.463036,-5.597147,5.748536
13,-25.715673,-5.130813,5.695031
14,-25.715673,-5.130813,5.695031
13,-25.715673,-5.130813,5.695031
14,-25.715673,-5.130813,5.695031
13,-25.715673,-5.130813,5.695031
14,-25.715673,-5.130813,5.695031
13,-25.715673,-5.130813,5.695031
14,-25.715673,-5.130813,5.695031
13,-25.715673,-5.130813,5.695031
13,-25.970219,-5.600591,5.675325
12,-26.588866,-5.649124,5.716721
13,-26.588866,-5.649124,5.716721
12,-26.588866,-5.649124,5.716721
13,-26.588866,-5.649124,5.716721
12,-26.588866,-5.649124,5.716721
13,-26.588866,-5.649124,5.716721
12,-26.588866,-5.649124,5.716721
13,-26.588866,-5.649124,5.716721
12,-26.588866,-5.649124,5.716721
13,-25.954513,-5.606853,5.675200
12,-26.574123,-5.653170,5.715582
13,-26.574123,-5.653170,5.715582
12,-26.574123,-5.653170,5.715582
13,-26.574123,-5.653170,5.715582
12,-26.574123,-5.653170,5.715582
13,-25.958183,-5.606678,5.675758
12,-26.579656,-5.648571,5.715902
13,-26.579656,-5.648571,5.715902
12,-26.579656,-5.648571,5.715902
13,-26.579656,-5.648571,5.715902
12,-26.579656,-5.648571,5.715902
13,-26.579656,-5.648571,5.715902
12,-26.579656,-5.648571,5.715902
13,-26.579656,-5.648571,5.715902
12,-26.579656,-5.648571,5.715902
0,-26.579656,-5.648571,5.715902
0,-26.579656,-5.648571,5.715902
9,-26.579656,-5.648571,5.715902
9,-26.579656,-5.648571,5.715902
9,-32.271407,-5.740166,6.060487
9,-32.271407,-5.740166,6.060487
